loan_id,customer_id,loan_type,city,employment_type,loan_amount,interest_rate,tenure_years,monthly_emi,monthly_income,emi_to_income_ratio,credit_score,loan_status,disbursal_date,amount_recovered,disbursal_year,disbursal_quarter,credit_category,emi_burden_category,is_defaulted,ltv_approx
LOAN101460,CUST201460,Business Loan,Kolkata,Self-Employed,2551000,11.23,3,83795,37076,226,580,NPA,2020-04-23,1329036,2020,2020Q2,Very Poor,Critical Burden,1,80
LOAN101461,CUST201461,Home Loan,Delhi,Self-Employed,4186000,7.88,25,31976,67565,47.3,695,NPA,2020-07-27,2353491,2020,2020Q3,Fair,High Burden,1,80
LOAN101462,CUST201462,Business Loan,Mumbai,Self-Employed,1080000,12.41,10,15752,43354,36.3,513,NPA,2020-03-20,298512,2020,2020Q1,Very Poor,Moderate Burden,1,80
LOAN101463,CUST201463,Auto Loan,Chennai,Freelancer,586000,10.85,5,12697,153669,8.3,731,Defaulted,2023-12-20,0,2023,2023Q4,Good,Low Burden,1,80
LOAN101464,CUST201464,Auto Loan,Mumbai,Salaried,1484000,11.9,5,32936,64555,51,328,Defaulted,2023-06-19,707037,2023,2023Q2,Very Poor,High Burden,1,80
LOAN101465,CUST201465,Education Loan,Ahmedabad,Freelancer,1946000,8.05,15,18653,73993,25.2,820,Active,2020-09-09,0,2020,2020Q3,Excellent,Moderate Burden,0,80
LOAN101466,CUST201466,Business Loan,Mumbai,Salaried,2790000,12.41,5,62642,55241,113.4,315,Defaulted,2022-10-13,1247925,2022,2022Q4,Very Poor,Critical Burden,1,80
LOAN101467,CUST201467,Home Loan,Chennai,Freelancer,2054000,7.78,15,19369,70403,27.5,690,Active,2020-04-05,0,2020,2020Q2,Fair,Moderate Burden,0,80
LOAN101468,CUST201468,Business Loan,Bangalore,Salaried,1151000,10.73,10,15680,32201,48.7,584,Defaulted,2023-08-08,439044,2023,2023Q3,Very Poor,High Burden,1,80
LOAN101469,CUST201469,Business Loan,Mumbai,Business Owner,1318000,11.09,10,18223,181664,10,765,Defaulted,2023-05-28,421136,2023,2023Q2,Excellent,Low Burden,1,80
LOAN101470,CUST201470,Business Loan,Kolkata,Freelancer,265000,12.35,3,8846,91252,9.7,760,Closed,2021-03-27,0,2021,2021Q1,Excellent,Low Burden,0,80
LOAN101471,CUST201471,Education Loan,Delhi,Salaried,1483000,9.84,15,15792,55574,28.4,876,Defaulted,2020-02-17,836175,2020,2020Q1,Excellent,Moderate Burden,1,80
LOAN101472,CUST201472,Personal Loan,Hyderabad,Business Owner,300000,14.37,1,26988,37644,71.7,406,Defaulted,2021-06-09,155388,2021,2021Q2,Very Poor,Critical Burden,1,80
LOAN101473,CUST201473,Business Loan,Mumbai,Freelancer,672000,14.85,7,12911,78281,16.5,800,Active,2020-07-09,0,2020,2020Q3,Excellent,Low Burden,0,80
LOAN101474,CUST201474,Business Loan,Surat,Self-Employed,1128000,11.54,5,24830,358616,6.9,863,Closed,2022-02-17,0,2022,2022Q1,Excellent,Low Burden,0,80
LOAN101475,CUST201475,Personal Loan,Ahmedabad,Business Owner,215000,12.11,2,10132,44431,22.8,660,Active,2022-11-10,0,2022,2022Q4,Fair,Low Burden,0,80
LOAN101476,CUST201476,Business Loan,Delhi,Freelancer,2237000,15.69,10,37042,106257,34.9,797,Active,2023-03-23,0,2023,2023Q1,Excellent,Moderate Burden,0,80
LOAN101477,CUST201477,Personal Loan,Delhi,Salaried,211000,14.34,2,10165,140354,7.2,787,Closed,2021-07-20,0,2021,2021Q3,Excellent,Low Burden,0,80
LOAN101478,CUST201478,Auto Loan,Pune,Freelancer,1462000,8.63,5,30087,385646,7.8,715,Active,2021-07-03,0,2021,2021Q3,Good,Low Burden,0,80
LOAN101479,CUST201479,Home Loan,Ahmedabad,Salaried,3954000,8.12,25,30833,40317,76.5,479,NPA,2020-05-04,2174688,2020,2020Q2,Very Poor,Critical Burden,1,80
LOAN101480,CUST201480,Personal Loan,Mumbai,Freelancer,427000,13.29,1,38197,45050,84.8,456,NPA,2022-09-09,183658,2022,2022Q3,Very Poor,Critical Burden,1,80
LOAN101481,CUST201481,Business Loan,Jaipur,Self-Employed,1960000,15.25,7,38097,175236,21.7,791,Active,2021-11-14,0,2021,2021Q4,Excellent,Low Burden,0,80
LOAN101482,CUST201482,Personal Loan,Ahmedabad,Freelancer,219000,16.23,5,5352,246272,2.2,660,Active,2022-06-14,0,2022,2022Q2,Fair,Low Burden,0,80
LOAN101483,CUST201483,Personal Loan,Kolkata,Self-Employed,273000,16.25,1,24802,151916,16.3,754,Active,2023-07-07,0,2023,2023Q3,Excellent,Low Burden,0,80
LOAN101484,CUST201484,Auto Loan,Delhi,Self-Employed,1159000,11.8,3,38385,36996,103.8,554,Defaulted,2023-01-29,673511,2023,2023Q1,Very Poor,Critical Burden,1,80
LOAN101485,CUST201485,Personal Loan,Surat,Salaried,224000,17.6,5,5639,25771,21.9,862,Active,2021-12-04,0,2021,2021Q4,Excellent,Low Burden,0,80
LOAN101486,CUST201486,Business Loan,Kolkata,Self-Employed,2827000,14.13,3,96799,71739,134.9,351,Defaulted,2023-01-13,711205,2023,2023Q1,Very Poor,Critical Burden,1,80
LOAN101487,CUST201487,Personal Loan,Chennai,Self-Employed,283000,14.33,3,9718,137769,7.1,835,Active,2023-08-21,0,2023,2023Q3,Excellent,Low Burden,0,80
LOAN101488,CUST201488,Personal Loan,Delhi,Business Owner,493000,15.6,5,11884,23494,50.6,549,Defaulted,2021-05-08,306747,2021,2021Q2,Very Poor,High Burden,1,80
LOAN101489,CUST201489,Auto Loan,Kolkata,Business Owner,474000,8.2,7,7435,134582,5.5,807,Defaulted,2020-05-26,110070,2020,2020Q2,Excellent,Low Burden,1,80
LOAN101490,CUST201490,Education Loan,Jaipur,Business Owner,354000,9.2,10,4523,26852,16.8,750,Active,2023-08-21,0,2023,2023Q3,Excellent,Low Burden,0,80
LOAN101491,CUST201491,Personal Loan,Kolkata,Freelancer,329000,17.02,3,11733,169985,6.9,774,Closed,2021-09-09,0,2021,2021Q3,Excellent,Low Burden,0,80
LOAN101492,CUST201492,Home Loan,Ahmedabad,Freelancer,3441000,7.59,25,25630,129265,19.8,763,Defaulted,2020-02-07,0,2020,2020Q1,Excellent,Low Burden,1,80
LOAN101493,CUST201493,Business Loan,Kolkata,Salaried,2992000,13.54,10,45632,34407,132.6,584,Defaulted,2021-11-27,824709,2021,2021Q4,Very Poor,Critical Burden,1,80
LOAN101494,CUST201494,Personal Loan,Ahmedabad,Freelancer,275000,16.37,3,9718,36493,26.6,818,Closed,2020-08-02,0,2020,2020Q3,Excellent,Moderate Burden,0,80
LOAN101495,CUST201495,Education Loan,Hyderabad,Freelancer,1188000,9.79,10,15562,26252,59.3,486,Defaulted,2023-09-23,628840,2023,2023Q3,Very Poor,Critical Burden,1,80
LOAN101496,CUST201496,Auto Loan,Delhi,Business Owner,1498000,11.52,5,32960,41819,78.8,438,NPA,2021-04-17,946543,2021,2021Q2,Very Poor,Critical Burden,1,80
LOAN101497,CUST201497,Personal Loan,Delhi,Freelancer,325000,11.33,1,28774,79023,36.4,580,Active,2023-03-08,0,2023,2023Q1,Very Poor,Moderate Burden,0,80
LOAN101498,CUST201498,Auto Loan,Kolkata,Freelancer,876000,11.89,3,29050,309262,9.4,865,Active,2020-11-10,0,2020,2020Q4,Excellent,Low Burden,0,80
LOAN101499,CUST201499,Personal Loan,Hyderabad,Self-Employed,488000,17.94,3,17628,220493,8,759,Defaulted,2020-09-15,76629,2020,2020Q3,Excellent,Low Burden,1,80
LOAN101500,CUST201500,Personal Loan,Pune,Freelancer,84000,12.11,2,3958,176723,2.2,857,Active,2021-09-18,0,2021,2021Q3,Excellent,Low Burden,0,80
LOAN101501,CUST201501,Education Loan,Kolkata,Self-Employed,1931000,9.12,10,24587,93125,26.4,671,Active,2022-07-10,0,2022,2022Q3,Fair,Moderate Burden,0,80
LOAN101502,CUST201502,Home Loan,Chennai,Salaried,3592000,7.62,15,33544,24328,137.9,574,NPA,2022-10-14,911298,2022,2022Q4,Very Poor,Critical Burden,1,80
LOAN101503,CUST201503,Education Loan,Hyderabad,Salaried,1374000,8.73,7,21919,42387,51.7,577,Active,2022-03-08,0,2022,2022Q1,Very Poor,High Burden,0,80
LOAN101504,CUST201504,Home Loan,Mumbai,Business Owner,2787000,9.34,25,24041,66600,36.1,698,Active,2020-10-22,0,2020,2020Q4,Fair,Moderate Burden,0,80
LOAN101505,CUST201505,Education Loan,Hyderabad,Freelancer,900000,10.88,15,10162,20836,48.8,668,Active,2022-10-23,0,2022,2022Q4,Fair,High Burden,0,80
LOAN101506,CUST201506,Home Loan,Ahmedabad,Salaried,1518000,8.27,15,14744,153545,9.6,833,Defaulted,2023-06-01,780256,2023,2023Q2,Excellent,Low Burden,1,80
LOAN101507,CUST201507,Auto Loan,Pune,Salaried,1235000,10.84,7,21042,234348,9,824,Active,2023-02-05,0,2023,2023Q1,Excellent,Low Burden,0,80
LOAN101508,CUST201508,Business Loan,Ahmedabad,Self-Employed,1807000,10.06,5,38447,44715,86,503,NPA,2021-11-29,956856,2021,2021Q4,Very Poor,Critical Burden,1,80
LOAN101509,CUST201509,Home Loan,Kolkata,Self-Employed,1133000,8.35,10,13957,51054,27.3,700,Closed,2022-01-23,0,2022,2022Q1,Good,Moderate Burden,0,80
LOAN101510,CUST201510,Auto Loan,Mumbai,Salaried,450000,9.45,7,7343,59201,12.4,847,Closed,2021-12-07,0,2021,2021Q4,Excellent,Low Burden,0,80
LOAN101511,CUST201511,Personal Loan,Surat,Business Owner,380000,16.65,3,13482,390436,3.5,794,Active,2021-03-27,0,2021,2021Q1,Excellent,Low Burden,0,80
LOAN101512,CUST201512,Education Loan,Ahmedabad,Salaried,290000,8.1,15,2788,148776,1.9,882,Defaulted,2021-11-06,89927,2021,2021Q4,Excellent,Low Burden,1,80
LOAN101514,CUST201514,Education Loan,Bangalore,Self-Employed,632000,10.79,10,8631,452828,1.9,844,Active,2021-04-11,0,2021,2021Q2,Excellent,Low Burden,0,80
LOAN101515,CUST201515,Auto Loan,Jaipur,Business Owner,954000,9.8,5,20176,37923,53.2,454,Defaulted,2020-03-29,566006,2020,2020Q1,Very Poor,High Burden,1,80
LOAN101516,CUST201516,Personal Loan,Delhi,Freelancer,430000,13.71,1,38550,181845,21.2,859,Active,2021-09-04,0,2021,2021Q3,Excellent,Low Burden,0,80
LOAN101517,CUST201517,Home Loan,Chennai,Self-Employed,984000,9.41,25,8536,244957,3.5,688,Active,2023-10-31,0,2023,2023Q4,Fair,Low Burden,0,80
LOAN101518,CUST201518,Business Loan,Ahmedabad,Self-Employed,1146000,14.11,3,39229,452855,8.7,835,Active,2023-05-08,0,2023,2023Q2,Excellent,Low Burden,0,80
LOAN101519,CUST201519,Home Loan,Ahmedabad,Self-Employed,1483000,9.36,15,15361,37663,40.8,693,Defaulted,2022-04-12,612815,2022,2022Q2,Fair,High Burden,1,80
LOAN101520,CUST201520,Personal Loan,Mumbai,Self-Employed,274000,16.66,2,13502,57512,23.5,791,Active,2020-12-19,0,2020,2020Q4,Excellent,Low Burden,0,80
LOAN101521,CUST201521,Education Loan,Ahmedabad,Salaried,1125000,10.82,7,19156,150726,12.7,747,Active,2022-04-01,0,2022,2022Q2,Good,Low Burden,0,80
LOAN101522,CUST201522,Business Loan,Hyderabad,Business Owner,2958000,13.93,7,55319,57506,96.2,456,Active,2022-11-01,0,2022,2022Q4,Very Poor,Critical Burden,0,80
LOAN101523,CUST201523,Education Loan,Chennai,Salaried,1459000,8.76,5,30117,51491,58.5,354,Active,2023-03-31,0,2023,2023Q1,Very Poor,Critical Burden,0,80
LOAN101524,CUST201524,Personal Loan,Mumbai,Freelancer,213000,14.71,3,7354,35203,20.9,772,Active,2022-05-18,0,2022,2022Q2,Excellent,Low Burden,0,80
LOAN101525,CUST201525,Personal Loan,Kolkata,Self-Employed,69000,12.74,2,3272,368055,0.9,886,Active,2023-04-27,0,2023,2023Q2,Excellent,Low Burden,0,80
LOAN101526,CUST201526,Education Loan,Surat,Freelancer,1175000,10.48,15,12974,308688,4.2,694,Active,2020-08-19,0,2020,2020Q3,Fair,Low Burden,0,80
LOAN101527,CUST201527,Education Loan,Mumbai,Self-Employed,688000,9.63,5,14493,212398,6.8,729,Active,2020-06-11,0,2020,2020Q2,Good,Low Burden,0,80
LOAN101528,CUST201528,Personal Loan,Jaipur,Self-Employed,356000,17.21,1,32504,27967,116.2,328,NPA,2022-04-30,88282,2022,2022Q2,Very Poor,Critical Burden,1,80
LOAN101529,CUST201529,Auto Loan,Hyderabad,Self-Employed,1045000,9.62,3,33533,25515,131.4,546,Defaulted,2021-08-21,545334,2021,2021Q3,Very Poor,Critical Burden,1,80
LOAN101530,CUST201530,Home Loan,Hyderabad,Self-Employed,3078000,8.52,20,26751,131149,20.4,735,Active,2023-05-02,0,2023,2023Q2,Good,Low Burden,0,80
LOAN101531,CUST201531,Personal Loan,Mumbai,Self-Employed,231000,15.65,1,20921,232057,9,777,Active,2022-09-16,0,2022,2022Q3,Excellent,Low Burden,0,80
LOAN101532,CUST201532,Business Loan,Jaipur,Self-Employed,562000,14.34,3,19301,490859,3.9,865,Active,2021-07-04,0,2021,2021Q3,Excellent,Low Burden,0,80
LOAN101533,CUST201533,Business Loan,Jaipur,Salaried,1153000,15.45,5,27703,452695,6.1,671,Active,2020-12-03,0,2020,2020Q4,Fair,Low Burden,0,80
LOAN101534,CUST201534,Auto Loan,Kolkata,Salaried,1280000,11.98,5,28460,72428,39.3,598,Active,2023-05-16,0,2023,2023Q2,Very Poor,Moderate Burden,0,80
LOAN101535,CUST201535,Business Loan,Hyderabad,Business Owner,866000,15.49,3,30228,330273,9.2,772,Active,2021-06-12,0,2021,2021Q2,Excellent,Low Burden,0,80
LOAN101536,CUST201536,Auto Loan,Bangalore,Salaried,457000,9.85,5,9676,93238,10.4,707,Closed,2023-10-17,0,2023,2023Q4,Good,Low Burden,0,80
LOAN101537,CUST201537,Business Loan,Jaipur,Freelancer,2764000,13.84,3,94252,22507,418.8,325,Defaulted,2020-05-14,290817,2020,2020Q2,Very Poor,Critical Burden,1,80
LOAN101538,CUST201538,Personal Loan,Surat,Salaried,265000,12.17,2,12496,54639,22.9,755,Closed,2021-04-17,0,2021,2021Q2,Excellent,Low Burden,0,80
LOAN101539,CUST201539,Home Loan,Pune,Freelancer,3730000,9.35,20,34404,44349,77.6,393,Defaulted,2021-06-13,2242825,2021,2021Q2,Very Poor,Critical Burden,1,80
LOAN101540,CUST201540,Education Loan,Surat,Self-Employed,1186000,8.38,5,24264,153298,15.8,764,Closed,2020-12-01,0,2020,2020Q4,Excellent,Low Burden,0,80
LOAN101541,CUST201541,Business Loan,Hyderabad,Freelancer,1985000,12.86,7,35960,79318,45.3,542,Defaulted,2021-09-08,1195023,2021,2021Q3,Very Poor,High Burden,1,80
LOAN101542,CUST201542,Education Loan,Pune,Freelancer,716000,9.72,5,15114,181091,8.3,727,Defaulted,2022-10-27,0,2022,2022Q4,Good,Low Burden,1,80
LOAN101543,CUST201543,Auto Loan,Surat,Self-Employed,538000,10.57,3,17504,420412,4.2,893,Active,2021-07-02,0,2021,2021Q3,Excellent,Low Burden,0,80
LOAN101544,CUST201544,Personal Loan,Pune,Self-Employed,188000,13.8,2,9009,101987,8.8,694,Active,2023-02-16,0,2023,2023Q1,Fair,Low Burden,0,80
LOAN101545,CUST201545,Education Loan,Chennai,Self-Employed,476000,8.7,5,9812,73530,13.3,758,Active,2021-01-01,0,2021,2021Q1,Excellent,Low Burden,0,80
LOAN101546,CUST201546,Education Loan,Delhi,Business Owner,1873000,10.46,5,40221,24835,162,364,Active,2020-09-27,0,2020,2020Q3,Very Poor,Critical Burden,0,80
LOAN101547,CUST201547,Home Loan,Pune,Business Owner,2694000,8.23,10,33014,50671,65.2,377,NPA,2023-10-14,1481163,2023,2023Q4,Very Poor,Critical Burden,1,80
LOAN101548,CUST201548,Education Loan,Mumbai,Business Owner,681000,10.57,5,14661,24651,59.5,600,Active,2021-05-25,0,2021,2021Q2,Poor,Critical Burden,0,80
LOAN101549,CUST201549,Auto Loan,Hyderabad,Freelancer,1130000,11.84,3,37446,93209,40.2,591,Active,2020-09-05,0,2020,2020Q3,Very Poor,High Burden,0,80
LOAN101550,CUST201550,Personal Loan,Mumbai,Self-Employed,481000,13.87,2,23065,88932,25.9,878,Defaulted,2021-10-09,162538,2021,2021Q4,Excellent,Moderate Burden,1,80
LOAN101551,CUST201551,Home Loan,Ahmedabad,Self-Employed,2562000,8.13,10,31260,378694,8.3,874,Active,2021-01-23,0,2021,2021Q1,Excellent,Low Burden,0,80
LOAN101552,CUST201552,Home Loan,Kolkata,Salaried,4608000,7.58,30,32473,56704,57.3,376,Defaulted,2022-10-22,1762073,2022,2022Q4,Very Poor,Critical Burden,1,80
LOAN101553,CUST201553,Business Loan,Ahmedabad,Business Owner,780000,11.46,7,13545,140991,9.6,672,Active,2023-11-03,0,2023,2023Q4,Fair,Low Burden,0,80
LOAN101554,CUST201554,Business Loan,Kolkata,Salaried,328000,14.55,7,6247,30726,20.3,772,Defaulted,2020-11-16,161702,2020,2020Q4,Excellent,Low Burden,1,80
LOAN101555,CUST201555,Home Loan,Delhi,Business Owner,3530000,8.39,20,30389,48931,62.1,325,NPA,2022-12-01,1525007,2022,2022Q4,Very Poor,Critical Burden,1,80
LOAN101556,CUST201556,Auto Loan,Jaipur,Business Owner,651000,9.85,5,13784,358057,3.8,765,Active,2023-02-23,0,2023,2023Q1,Excellent,Low Burden,0,80
LOAN101557,CUST201557,Home Loan,Surat,Self-Employed,878000,8.21,20,7459,24145,30.9,884,Active,2022-06-17,0,2022,2022Q2,Excellent,Moderate Burden,0,80
LOAN101558,CUST201558,Personal Loan,Kolkata,Freelancer,57000,14.7,1,5137,70821,7.3,654,Closed,2020-07-22,0,2020,2020Q3,Fair,Low Burden,0,80
LOAN101559,CUST201559,Education Loan,Mumbai,Business Owner,306000,9.44,7,4992,159774,3.1,894,Closed,2021-11-21,0,2021,2021Q4,Excellent,Low Burden,0,80
LOAN101560,CUST201560,Home Loan,Ahmedabad,Freelancer,4986000,8.68,20,43839,453991,9.7,811,Defaulted,2022-12-01,0,2022,2022Q4,Excellent,Low Burden,1,80
LOAN101561,CUST201561,Home Loan,Chennai,Freelancer,2263000,7.9,10,27337,41196,66.4,457,Defaulted,2020-02-06,507623,2020,2020Q1,Very Poor,Critical Burden,1,80
LOAN101562,CUST201562,Home Loan,Ahmedabad,Freelancer,2470000,8.63,30,19220,307768,6.2,690,Active,2020-11-13,0,2020,2020Q4,Fair,Low Burden,0,80
LOAN101563,CUST201563,Home Loan,Chennai,Salaried,519000,8,15,4960,58064,8.5,742,Active,2022-01-25,0,2022,2022Q1,Good,Low Burden,0,80
LOAN101564,CUST201564,Home Loan,Chennai,Business Owner,4654000,9.04,15,47315,68386,69.2,596,Active,2022-12-15,0,2022,2022Q4,Very Poor,Critical Burden,0,80
LOAN101565,CUST201565,Education Loan,Bangalore,Self-Employed,1306000,8.25,5,26638,146199,18.2,727,Active,2020-01-31,0,2020,2020Q1,Good,Low Burden,0,80
LOAN101566,CUST201566,Auto Loan,Surat,Freelancer,1102000,9.57,3,35336,29230,120.9,356,NPA,2020-11-08,129332,2020,2020Q4,Very Poor,Critical Burden,1,80
LOAN101567,CUST201567,Home Loan,Pune,Self-Employed,4640000,8.71,10,58052,25274,229.7,352,NPA,2023-06-14,2516414,2023,2023Q2,Very Poor,Critical Burden,1,80
LOAN101568,CUST201568,Education Loan,Chennai,Salaried,1917000,9.66,7,31489,25789,122.1,401,NPA,2020-08-15,735395,2020,2020Q3,Very Poor,Critical Burden,1,80
LOAN101569,CUST201569,Home Loan,Ahmedabad,Salaried,4769000,9.34,20,43956,117166,37.5,606,Active,2021-07-16,0,2021,2021Q3,Poor,Moderate Burden,0,80
LOAN101570,CUST201570,Education Loan,Mumbai,Business Owner,290000,8.79,15,2905,55589,5.2,767,Active,2022-08-25,0,2022,2022Q3,Excellent,Low Burden,0,80
LOAN101571,CUST201571,Education Loan,Delhi,Business Owner,1479000,8.8,5,30558,76844,39.8,563,Defaulted,2022-03-16,723838,2022,2022Q1,Very Poor,Moderate Burden,1,80
LOAN101572,CUST201572,Personal Loan,Delhi,Self-Employed,417000,11.5,5,9171,35182,26.1,739,Active,2022-03-23,0,2022,2022Q1,Good,Moderate Burden,0,80
LOAN101573,CUST201573,Home Loan,Chennai,Freelancer,865000,8.71,30,6780,191723,3.5,762,Active,2022-12-03,0,2022,2022Q4,Excellent,Low Burden,0,80
LOAN101574,CUST201574,Business Loan,Hyderabad,Freelancer,1260000,11.48,7,21894,467610,4.7,651,Closed,2022-06-29,0,2022,2022Q2,Fair,Low Burden,0,80
LOAN101575,CUST201575,Education Loan,Surat,Business Owner,695000,10.8,10,9495,231985,4.1,863,Active,2020-03-15,0,2020,2020Q1,Excellent,Low Burden,0,80
LOAN101576,CUST201576,Home Loan,Pune,Business Owner,1266000,8.04,10,15387,107294,14.3,819,Active,2022-04-13,0,2022,2022Q2,Excellent,Low Burden,0,80
LOAN101577,CUST201577,Personal Loan,Ahmedabad,Self-Employed,153000,15.76,1,13864,75057,18.5,748,Active,2021-12-13,0,2021,2021Q4,Good,Low Burden,0,80
LOAN101578,CUST201578,Home Loan,Kolkata,Self-Employed,4808000,8.46,30,36833,131309,28.1,779,Active,2020-11-07,0,2020,2020Q4,Excellent,Moderate Burden,0,80
LOAN101579,CUST201579,Auto Loan,Jaipur,Salaried,1300000,8.97,5,26967,33177,81.3,423,Active,2021-02-15,0,2021,2021Q1,Very Poor,Critical Burden,0,80
LOAN101580,CUST201580,Business Loan,Surat,Freelancer,1293000,15.24,3,44974,36495,123.2,498,Active,2020-02-20,0,2020,2020Q1,Very Poor,Critical Burden,0,80
LOAN101581,CUST201581,Business Loan,Chennai,Self-Employed,1915000,13.21,7,35057,192641,18.2,742,Active,2021-04-17,0,2021,2021Q2,Good,Low Burden,0,80
LOAN101582,CUST201582,Personal Loan,Mumbai,Freelancer,264000,17.9,1,24191,180050,13.4,656,Active,2020-12-21,0,2020,2020Q4,Fair,Low Burden,0,80
LOAN101583,CUST201583,Home Loan,Delhi,Self-Employed,3501000,8.83,10,44028,103103,42.7,697,NPA,2020-06-16,1557034,2020,2020Q2,Fair,High Burden,1,80
LOAN101584,CUST201584,Personal Loan,Delhi,Self-Employed,51000,12.35,2,2409,485034,0.5,772,Active,2023-10-12,0,2023,2023Q4,Excellent,Low Burden,0,80
LOAN101585,CUST201585,Home Loan,Bangalore,Self-Employed,1687000,8.56,20,14704,182729,8,835,Active,2023-05-25,0,2023,2023Q2,Excellent,Low Burden,0,80
LOAN101586,CUST201586,Home Loan,Delhi,Business Owner,3974000,8.59,30,30810,34545,89.2,414,NPA,2022-04-26,737365,2022,2022Q2,Very Poor,Critical Burden,1,80
LOAN101587,CUST201587,Education Loan,Bangalore,Business Owner,1254000,9.77,15,13300,29249,45.5,682,Defaulted,2021-01-02,282732,2021,2021Q1,Fair,High Burden,1,80
LOAN101588,CUST201588,Business Loan,Chennai,Freelancer,618000,11.44,10,8668,64201,13.5,889,Active,2021-01-13,0,2021,2021Q1,Excellent,Low Burden,0,80
LOAN101589,CUST201589,Auto Loan,Ahmedabad,Salaried,1089000,11.69,5,24054,34593,69.5,338,Defaulted,2021-03-28,690536,2021,2021Q1,Very Poor,Critical Burden,1,80
LOAN101590,CUST201590,Auto Loan,Mumbai,Freelancer,232000,10,7,3851,408276,0.9,828,Closed,2022-09-13,0,2022,2022Q3,Excellent,Low Burden,0,80
LOAN101591,CUST201591,Personal Loan,Hyderabad,Self-Employed,465000,11.11,1,41121,417343,9.9,751,Closed,2021-03-19,0,2021,2021Q1,Excellent,Low Burden,0,80
LOAN101592,CUST201592,Auto Loan,Pune,Business Owner,861000,10.49,3,27981,59588,47,654,NPA,2023-03-31,548638,2023,2023Q1,Fair,High Burden,1,80
LOAN101593,CUST201593,Home Loan,Delhi,Freelancer,3039000,8.01,15,29060,203555,14.3,687,Defaulted,2023-08-30,960688,2023,2023Q3,Fair,Low Burden,1,80
LOAN101594,CUST201594,Home Loan,Kolkata,Self-Employed,1221000,8.08,30,9027,55917,16.1,797,Defaulted,2023-07-29,544021,2023,2023Q3,Excellent,Low Burden,1,80
LOAN101595,CUST201595,Education Loan,Mumbai,Self-Employed,524000,10.15,7,8740,107543,8.1,845,Defaulted,2020-11-01,209402,2020,2020Q4,Excellent,Low Burden,1,80
LOAN101596,CUST201596,Education Loan,Bangalore,Freelancer,354000,8.41,5,7248,248050,2.9,845,Closed,2023-07-12,0,2023,2023Q3,Excellent,Low Burden,0,80
LOAN101597,CUST201597,Business Loan,Hyderabad,Self-Employed,2248000,12.18,7,39900,154213,25.9,831,Active,2022-05-29,0,2022,2022Q2,Excellent,Moderate Burden,0,80
LOAN101598,CUST201598,Home Loan,Hyderabad,Business Owner,558000,7.52,25,4131,164647,2.5,824,Active,2023-08-03,0,2023,2023Q3,Excellent,Low Burden,0,80
LOAN101599,CUST201599,Education Loan,Jaipur,Freelancer,729000,8.42,7,11515,64246,17.9,681,Active,2022-05-23,0,2022,2022Q2,Fair,Low Burden,0,80
LOAN101600,CUST201600,Auto Loan,Kolkata,Business Owner,212000,9.11,3,6752,27791,24.3,825,Active,2021-08-17,0,2021,2021Q3,Excellent,Low Burden,0,80
LOAN101601,CUST201601,Home Loan,Hyderabad,Freelancer,949000,8.48,10,11756,30314,38.8,581,Defaulted,2022-04-15,436358,2022,2022Q2,Very Poor,Moderate Burden,1,80
LOAN101602,CUST201602,Home Loan,Hyderabad,Business Owner,1985000,8.92,15,20039,62107,32.3,766,Active,2023-07-26,0,2023,2023Q3,Excellent,Moderate Burden,0,80
LOAN101603,CUST201603,Auto Loan,Pune,Self-Employed,1398000,10.85,7,23827,38768,61.5,354,Active,2021-11-06,0,2021,2021Q4,Very Poor,Critical Burden,0,80
